context,n_pos,total_pos,n_neg,total_neg
precaution,1,16,5,16
afflicted,1,16,4,16
susceptible,1,16,2,16
rotting,1,16,3,16
eradication,1,16,3,16
catcher,1,16,7,16
transmit,1,16,6,16
camel,1,16,9,16
containing,1,16,10,16
strain,1,16,11,16
veterinarian,1,16,4,16
exported,1,16,6,16
detection,1,16,4,16
diagnosis,1,16,7,16
bans,1,16,8,16
hides,1,16,9,16
fallout,1,16,6,16
illnesses,1,16,6,16
quarantine,1,16,7,16
inspection,1,16,9,16
concern,1,16,10,16
quarantined,1,16,7,16
kyodo,1,16,6,16
tissues,1,16,2,16
slovakia,1,16,7,16
certified,1,16,7,16
skulls,1,16,8,16
uterus,1,16,2,16
screened,1,16,9,16
florence,1,16,5,16
boogie,1,16,7,16
transmitting,1,16,6,16
hindus,1,16,4,16
nucleus,1,16,2,16
tracing,1,16,6,16
shipment,1,16,5,16
hybrid,1,16,11,16
spreads,1,16,1,16
checked,1,16,10,16
koreans,1,16,9,16
height,1,16,10,16
tons,1,16,3,16
unearthed,1,16,7,16
implemented,1,16,5,16
hut,1,16,7,16
slump,1,16,6,16
embargo,1,16,6,16
rabies,1,16,5,16
traces,1,16,10,16
rendering,1,16,10,16
alzheimer,1,16,5,16
tractor,1,16,4,16
sickened,1,16,1,16
thief,1,16,1,16
resumption,1,16,3,16
presumed,1,16,10,16
fetuses,1,16,2,16
safeguard,1,16,1,16
ailments,1,16,3,16
escalating,1,16,4,16
tastes,1,16,3,16
mongolian,1,16,3,16
backlash,1,16,7,16
montana,1,16,11,16
frenzy,1,16,6,16
drank,1,16,2,16
proof,1,16,9,16
bjp,1,16,1,16
glacier,1,16,1,16
mixture,1,16,3,16
machinery,1,16,3,16
barring,1,16,5,16
intimidation,1,16,2,16
regulation,1,16,0,16
powdered,1,16,1,16
insulin,1,16,1,16
rash,1,16,3,16
plague,1,16,1,16
recipient,1,16,3,16
socialist,1,16,4,16
urges,1,16,1,16
closure,1,16,2,16
alleviate,1,16,1,16
undermined,1,16,2,16
chromosomes,1,16,1,16
cornish,1,16,0,16
eng,1,16,0,16
pecked,1,16,1,16
guarding,1,16,0,16
ng,1,16,0,16
roasted,1,16,1,16
rooster,1,16,2,16
stag,1,16,1,16
mushrooms,1,16,1,16
hen,1,16,1,16
chickens,1,16,2,16
heath,1,16,0,16
coop,1,16,3,16
duck,1,16,3,16
lays,1,16,1,16
woods,1,16,6,16
sen,1,16,2,16
thorn,1,16,2,16
blue,1,16,8,16
bird,1,16,8,16
bat,1,16,3,16
cock,1,16,2,16
poultry,1,16,5,16
roast,1,16,2,16
salmon,1,16,6,16
crows,1,16,1,16
ounces,1,16,3,16
cooked,1,16,5,16
keith,1,16,5,16
wary,1,16,3,16
toledo,1,16,2,16
childbirth,1,16,1,16
there,1,16,15,16
sauce,1,16,5,16
fine,1,16,9,16
shooting,1,16,9,16
wounding,1,16,3,16
letting,1,16,8,16
chef,1,16,6,16
reprieve,1,16,1,16
headless,1,16,1,16
ham,1,16,3,16
party,1,16,13,16
jailed,1,16,4,16
roadside,1,16,4,16
flu,1,16,5,16
strutting,1,16,2,16
elevated,1,16,2,16
con,1,16,4,16
each,1,16,15,16
ticket,1,16,9,16
convicted,1,16,4,16
doubted,1,16,3,16
meal,1,16,6,16
creator,1,16,8,16
bagged,1,16,4,16
hook,1,16,7,16
corps,1,16,5,16
wings,1,16,6,16
chairman,1,16,9,16
rabbit,1,16,10,16
strange,1,16,10,16
pan,1,16,7,16
diller,1,16,1,16
hrw,1,16,1,16
talkin,1,16,1,16
dick,1,16,8,16
adorned,1,16,5,16
expression,1,16,11,16
goose,1,16,8,16
felt,1,16,11,16
distinctive,1,16,9,16
drive,1,16,13,16
systematically,1,16,1,16
vaccines,1,16,1,16
gingerbread,1,16,1,16
shaped,1,16,11,16
soup,1,16,10,16
concepts,1,16,1,16
aikman,1,16,2,16
singaporean,1,16,1,16
henhouse,1,16,1,16
bar,1,16,11,16
long,1,16,16,16
coma,1,16,3,16
homemade,1,16,4,16
souls,1,16,1,16
tragedies,1,16,1,16
lukashenko,1,16,1,16
amin,1,16,2,16
cardinals,1,16,3,16
integrity,1,16,2,16
charred,1,16,2,16
xu,1,16,1,16
nutrition,1,16,3,16
kang,1,16,2,16
yankee,1,16,4,16
transcript,1,16,1,16
hassan,1,16,2,16
musharraf,1,16,1,16
philippines,1,16,3,16
liberties,1,16,1,16
examiner,1,16,2,16
anton,1,16,1,16
yi,1,16,2,16
lieberman,1,16,3,16
cinderella,1,16,4,16
wen,1,16,1,16
righteous,1,16,1,16
gunman,1,16,3,16
promoter,1,16,5,16
oregon,1,16,6,16
sacrificing,1,16,5,16
birmingham,1,16,6,16
conviction,1,16,7,16
laps,1,16,1,16
arrange,1,16,2,16
giraffe,1,16,6,16
bullet,1,16,6,16
grasp,1,16,2,16
invisible,1,16,7,16
barred,1,16,7,16
pearl,1,16,6,16
mutual,1,16,4,16
policeman,1,16,2,16
transporting,1,16,2,16
shrimp,1,16,2,16
instincts,1,16,1,16
coats,1,16,2,16
hats,1,16,5,16
coached,1,16,3,16
hispanic,1,16,4,16
senators,1,16,1,16
knockout,1,16,1,16
ethiopia,1,16,3,16
vigorous,1,16,1,16
gig,1,16,2,16
salt,1,16,6,16
macho,1,16,4,16
fathers,1,16,2,16
tube,1,16,3,16
players,1,16,8,16
investigate,1,16,8,16
dishes,1,16,3,16
lobby,1,16,9,16
physically,1,16,6,16
seminar,1,16,5,16
koizumi,1,16,3,16
korean,1,16,8,16
imprisoned,1,16,5,16
mainstream,1,16,3,16
kissing,1,16,5,16
claiming,1,16,7,16
crews,1,16,3,16
predators,1,16,1,16
harvard,1,16,6,16
qualified,1,16,5,16
defensive,1,16,4,16
clayton,1,16,2,16
challenger,1,16,3,16
boxer,1,16,5,16
ten,1,16,10,16
fool,1,16,8,16
inevitably,1,16,3,16
measure,1,16,8,16
encountered,1,16,8,16
christ,1,16,5,16
candy,1,16,8,16
absolutely,1,16,9,16
finish,1,16,6,16
forgotten,1,16,9,16
favor,1,16,11,16
connor,1,16,7,16
nervous,1,16,10,16
substitute,1,16,7,16
tossed,1,16,8,16
russia,1,16,8,16
schedule,1,16,9,16
battles,1,16,6,16
un,1,16,4,16
11th,1,16,9,16
unfortunately,1,16,4,16
strip,1,16,9,16
hauled,1,16,3,16
dramatically,1,16,9,16
themed,1,16,9,16
bank,1,16,10,16
uniform,1,16,10,16
willie,1,16,5,16
criminal,1,16,7,16
barry,1,16,11,16
epic,1,16,11,16
golf,1,16,8,16
ordinary,1,16,10,16
sticks,1,16,9,16
waved,1,16,9,16
flesh,1,16,10,16
league,1,16,11,16
viewers,1,16,9,16
15th,1,16,10,16
shoulders,1,16,10,16
unleashed,1,16,8,16
rushing,1,16,6,16
dressing,1,16,5,16
credited,1,16,10,16
guys,1,16,9,16
hart,1,16,10,16
fan,1,16,9,16
dish,1,16,10,16
cross,1,16,11,16
seal,1,16,10,16
retained,1,16,8,16
rescue,1,16,11,16
hbo,1,16,7,16
watching,1,16,11,16
admitted,1,16,9,16
toss,1,16,8,16
prized,1,16,10,16
ground,1,16,11,16
perfectly,1,16,11,16
friendly,1,16,10,16
stepping,1,16,12,16
bitch,1,16,0,16
smack,1,16,0,16
gingrich,1,16,0,16
ch,1,16,2,16
dog,1,16,6,16
clinton,1,16,4,16
dumb,1,16,2,16
hell,1,16,4,16
yelling,1,16,2,16
whispered,1,16,1,16
maintenance,1,16,1,16
cried,1,16,4,16
nail,1,16,1,16
getting,1,16,11,16
sessions,1,16,2,16
newt,1,16,2,16
shouted,1,16,2,16
throw,1,16,6,16
luckiest,1,16,1,16
stud,1,16,3,16
hitler,1,16,2,16
lap,1,16,5,16
garbage,1,16,3,16
thank,1,16,4,16
shows,1,16,10,16
better,1,16,11,16
line,1,16,9,16
terrier,1,16,4,16
murdering,1,16,2,16
national,1,16,9,16
seals,1,16,4,16
cable,1,16,3,16
lazy,1,16,5,16
microphone,1,16,4,16
1990s,1,16,8,16
hound,1,16,2,16
shoved,1,16,1,16
lyrics,1,16,6,16
fancy,1,16,6,16
ruin,1,16,4,16
jesus,1,16,8,16
fred,1,16,7,16
ugly,1,16,4,16
crack,1,16,7,16
aired,1,16,7,16
barking,1,16,3,16
fist,1,16,4,16
oh,1,16,6,16
arizona,1,16,6,16
circles,1,16,8,16
stole,1,16,8,16
ray,1,16,8,16
catch,1,16,10,16
top,1,16,11,16
ever,1,16,13,16
because,1,16,13,16
him,1,16,16,16
intellect,1,16,2,16
mulder,1,16,1,16
decency,1,16,2,16
mckinley,1,16,1,16
bassist,1,16,2,16
chi,1,16,2,16
brawl,1,16,2,16
cnn,1,16,2,16
rican,1,16,4,16
stabbing,1,16,2,16
abundant,1,16,1,16
mexicans,1,16,1,16
hitter,1,16,2,16
til,1,16,1,16
competitions,1,16,5,16
falsely,1,16,2,16
conscience,1,16,2,16
geneva,1,16,2,16
referee,1,16,2,16
hearted,1,16,2,16
robbed,1,16,1,16
schwarzenegger,1,16,2,16
gay,1,16,7,16
harmless,1,16,1,16
restricted,1,16,4,16
schumer,1,16,1,16
battlefield,1,16,2,16
straightforward,1,16,1,16
bias,1,16,2,16
spray,1,16,4,16
teammate,1,16,4,16
decried,1,16,1,16
undercover,1,16,6,16
fare,1,16,5,16
crocodile,1,16,3,16
abuse,1,16,3,16
cartoons,1,16,3,16
persons,1,16,2,16
dong,1,16,1,16
punched,1,16,5,16
blaze,1,16,1,16
frequent,1,16,7,16
emphasis,1,16,1,16
puppy,1,16,6,16
cameras,1,16,6,16
sum,1,16,6,16
endorse,1,16,0,16
destined,1,16,6,16
sanders,1,16,1,16
airing,1,16,1,16
houston,1,16,9,16
defined,1,16,5,16
democrat,1,16,2,16
slam,1,16,7,16
incredible,1,16,6,16
leo,1,16,6,16
sub,1,16,2,16
habit,1,16,1,16
remark,1,16,5,16
factor,1,16,9,16
gun,1,16,7,16
hampshire,1,16,3,16
hank,1,16,7,16
porch,1,16,2,16
soldier,1,16,9,16
variations,1,16,2,16
grant,1,16,9,16
emblazoned,1,16,4,16
operator,1,16,6,16
tonight,1,16,9,16
refusing,1,16,9,16
slip,1,16,9,16
trend,1,16,4,16
knocked,1,16,6,16
boxing,1,16,5,16
worship,1,16,8,16
outspoken,1,16,9,16
pointed,1,16,7,16
recall,1,16,7,16
kinds,1,16,9,16
polish,1,16,5,16
genuine,1,16,6,16
lewis,1,16,6,16
competing,1,16,9,16
characterized,1,16,5,16
charismatic,1,16,3,16
charming,1,16,6,16
funny,1,16,9,16
vote,1,16,8,16
unhappy,1,16,6,16
garage,1,16,7,16
trio,1,16,7,16
grateful,1,16,7,16
obsessed,1,16,12,16
painted,1,16,8,16
happened,1,16,11,16
sporting,1,16,8,16
outfit,1,16,8,16
humble,1,16,4,16
chinese,1,16,10,16
seven,1,16,11,16
hottest,1,16,8,16
prominent,1,16,7,16
rear,1,16,11,16
matt,1,16,3,16
walking,1,16,7,16
leave,1,16,10,16
german,1,16,9,16
desk,1,16,7,16
bottle,1,16,9,16
leader,1,16,13,16
less,1,16,12,16
fans,1,16,12,16
hard,1,16,11,16
nominee,1,16,10,16
center,1,16,13,16
steps,1,16,13,16
2005,1,16,12,16
23,1,16,9,16
very,1,16,13,16
sport,1,16,13,16
else,1,16,13,16
although,1,16,14,16
rocky,1,16,11,16
running,1,16,11,16
brought,1,16,13,16
bengal,1,16,1,16
killed,1,16,5,16
dreamworks,1,16,1,16
gifted,1,16,1,16
amur,1,16,1,16
kilograms,1,16,0,16
fought,1,16,5,16
anyway,1,16,1,16
unassuming,1,16,1,16
monkey,1,16,5,16
tribunal,1,16,2,16
compassionate,1,16,1,16
skipping,1,16,0,16
paw,1,16,2,16
bombay,1,16,1,16
births,1,16,1,16
execution,1,16,3,16
nike,1,16,2,16
pork,1,16,2,16
lankan,1,16,3,16
possession,1,16,4,16
severely,1,16,3,16
martinez,1,16,3,16
honest,1,16,2,16
masters,1,16,3,16
learning,1,16,4,16
crane,1,16,1,16
deliver,1,16,6,16
sentenced,1,16,4,16
lake,1,16,3,16
biting,1,16,4,16
entering,1,16,6,16
prison,1,16,6,16
32,1,16,6,16
expert,1,16,4,16
perched,1,16,7,16
hock,1,16,0,16
ong,1,16,0,16
malaysia,1,16,3,16
dolly,1,16,1,16
yong,1,16,3,16
bt,1,16,1,16
cloning,1,16,5,16
utility,1,16,5,16
defeated,1,16,10,16
overcame,1,16,2,16
damn,1,16,1,16
korea,1,16,9,16
donated,1,16,13,16
blindfolded,1,16,1,16
hamid,1,16,2,16
marvel,1,16,2,16
sidelined,1,16,2,16
indonesian,1,16,5,16
princeton,1,16,5,16
expressions,1,16,2,16
homeland,1,16,3,16
soundtrack,1,16,10,16
unwilling,1,16,1,16
replacement,1,16,10,16
badly,1,16,10,16
liver,1,16,7,16
assured,1,16,11,16
tag,1,16,9,16
rolled,1,16,12,16
inventories,1,16,0,16
stockpiles,1,16,0,16
tortured,1,16,1,16
crude,1,16,0,16
barrels,1,16,0,16
gasoline,1,16,0,16
npfl,1,16,0,16
api,1,16,0,16
distillate,1,16,0,16
sketch,1,16,4,16
krahn,1,16,0,16
distillates,1,16,0,16
petrol,1,16,1,16
identified,1,16,1,16
plyler,1,16,0,16
snapshot,1,16,1,16
liberian,1,16,0,16
toppled,1,16,2,16
refineries,1,16,0,16
publish,1,16,0,16
dictatorship,1,16,1,16
cleanup,1,16,1,16
taylor,1,16,4,16
rebellion,1,16,2,16
elusive,1,16,6,16
summons,1,16,0,16
assassinated,1,16,3,16
sketches,1,16,2,16
dustin,1,16,1,16
1989,1,16,5,16
executed,1,16,2,16
ernie,1,16,6,16
fbi,1,16,4,16
roe,1,16,3,16
contractor,1,16,3,16
defendants,1,16,2,16
bolton,1,16,4,16
oust,1,16,1,16
unidentified,1,16,2,16
identity,1,16,4,16
1990,1,16,9,16
update,1,16,1,16
epa,1,16,3,16
suit,1,16,7,16
resembling,1,16,3,16
faction,1,16,4,16
lawsuits,1,16,1,16
sightings,1,16,3,16
barrel,1,16,5,16
government,1,16,10,16
resembled,1,16,6,16
ending,1,16,6,16
oak,1,16,3,16
issued,1,16,11,16
overthrew,1,16,1,16
1941,1,16,2,16
concluded,1,16,8,16
diesel,1,16,2,16
existence,1,16,5,16
affidavit,1,16,3,16
identifying,1,16,4,16
descriptions,1,16,2,16
inspector,1,16,6,16
anderson,1,16,6,16
xfdws,1,16,5,16
deborah,1,16,3,16
prosecutors,1,16,8,16
investigators,1,16,7,16
truck,1,16,7,16
resemblance,1,16,7,16
federal,1,16,11,16
security,1,16,9,16
identify,1,16,6,16
looking,1,16,13,16
resembles,1,16,11,16
regulations,1,16,7,16
1985,1,16,10,16
misled,1,16,4,16
deutsche,1,16,3,16
identifies,1,16,2,16
assault,1,16,9,16
unknown,1,16,6,16
survey,1,16,7,16
fossil,1,16,5,16
administration,1,16,10,16
congress,1,16,9,16
should,1,16,14,16
hunted,1,16,6,16
ruled,1,16,8,16
supportive,1,16,2,16
ruling,1,16,8,16
ismail,1,16,2,16
offenders,1,16,2,16
agencies,1,16,6,16
intensified,1,16,4,16
bloomberg,1,16,3,16
yates,1,16,6,16
pup,1,16,6,16
enforce,1,16,1,16
torturing,1,16,2,16
joseph,1,16,11,16
torture,1,16,6,16
rebel,1,16,5,16
taxpayer,1,16,3,16
restart,1,16,5,16
recommended,1,16,11,16
deny,1,16,7,16
enlisted,1,16,5,16
arm,1,16,13,16
disposal,1,16,4,16
specter,1,16,6,16
notified,1,16,7,16
harassment,1,16,2,16
allegation,1,16,3,16
diminutive,1,16,4,16
assaulted,1,16,7,16
muscular,1,16,4,16
memo,1,16,1,16
interviewed,1,16,8,16
molested,1,16,1,16
linebacker,1,16,8,16
exists,1,16,9,16
contended,1,16,9,16
jr,1,16,10,16
beheaded,1,16,5,16
march,1,16,13,16
citizen,1,16,10,16
joshua,1,16,5,16
hearings,1,16,4,16
whereabouts,1,16,3,16
accountability,1,16,1,16
skull,1,16,10,16
requested,1,16,10,16
tattoo,1,16,7,16
interviewing,1,16,5,16
adequately,1,16,2,16
violate,1,16,1,16
committing,1,16,5,16
johnny,1,16,10,16
72,1,16,9,16
term,1,16,11,16
marine,1,16,10,16
limit,1,16,11,16
view,1,16,13,16
antlers,1,16,4,16
engineer,1,16,4,16
physicians,1,16,5,16
berkeley,1,16,1,16
brutality,1,16,1,16
heavyset,1,16,1,16
ombudsman,1,16,1,16
soo,1,16,1,16
connecticut,1,16,8,16
interim,1,16,2,16
matthews,1,16,3,16
procedures,1,16,2,16
philippine,1,16,4,16
participating,1,16,8,16
collaboration,1,16,5,16
dispatched,1,16,7,16
espionage,1,16,2,16
upstairs,1,16,4,16
comprehensive,1,16,2,16
courts,1,16,10,16
jail,1,16,8,16
reacted,1,16,10,16
building,1,16,10,16
gang,1,16,9,16
spy,1,16,11,16
rules,1,16,10,16
leone,1,16,2,16
homicide,1,16,4,16
equities,1,16,2,16
oversee,1,16,3,16
overall,1,16,12,16
doug,1,16,5,16
dating,1,16,12,16
aka,1,16,4,16
hugging,1,16,2,16
videotaped,1,16,1,16
drowning,1,16,3,16
kemp,1,16,1,16
dow,1,16,2,16
engaged,1,16,12,16
raises,1,16,13,16
understands,1,16,12,16
devil,1,16,12,16
groove,1,16,1,16
delay,1,16,6,16
distributing,1,16,3,16
amendment,1,16,6,16
corpse,1,16,6,16
duran,1,16,4,16
passport,1,16,4,16
privatization,1,16,1,16
kidney,1,16,3,16
premieres,1,16,2,16
sacramento,1,16,7,16
indicted,1,16,2,16
weakness,1,16,1,16
reaffirmed,1,16,2,16
unaware,1,16,2,16
trusted,1,16,8,16
distinguish,1,16,1,16
breach,1,16,7,16
deeds,1,16,1,16
lodged,1,16,3,16
innocence,1,16,4,16
cremated,1,16,3,16
lied,1,16,3,16
jersey,1,16,8,16
rookie,1,16,6,16
savage,1,16,8,16
autopsy,1,16,2,16
gerald,1,16,3,16
trader,1,16,8,16
foe,1,16,4,16
chronicle,1,16,5,16
waged,1,16,3,16
acceptable,1,16,1,16
companions,1,16,2,16
governed,1,16,1,16
inflicted,1,16,3,16
rein,1,16,2,16
investigated,1,16,3,16
builds,1,16,2,16
missions,1,16,7,16
gaze,1,16,6,16
strengthen,1,16,4,16
oversaw,1,16,3,16
steven,1,16,10,16
alike,1,16,9,16
succeeded,1,16,9,16
violates,1,16,1,16
contrary,1,16,5,16
rally,1,16,8,16
dilemma,1,16,11,16
maintained,1,16,11,16
reagan,1,16,10,16
clues,1,16,2,16
ties,1,16,11,16
supervisor,1,16,4,16
caution,1,16,2,16
fill,1,16,10,16
aug,1,16,10,16
consensus,1,16,8,16
climb,1,16,12,16
seemingly,1,16,10,16
arranged,1,16,11,16
proposal,1,16,8,16
tampa,1,16,2,16
landmark,1,16,11,16
gni,1,16,1,16
molesting,1,16,2,16
artichokes,1,16,1,16
mild,1,16,13,16
chubby,1,16,1,16
withheld,1,16,1,16
egregious,1,16,1,16
huckabee,1,16,1,16
negotiator,1,16,2,16
tar,1,16,1,16
overpowered,1,16,1,16
embodied,1,16,2,16
debris,1,16,2,16
disarmament,1,16,1,16
harshly,1,16,1,16
criticize,1,16,5,16
endeavor,1,16,1,16
shrek,1,16,1,16
fitzgerald,1,16,2,16
retaliation,1,16,1,16
repression,1,16,1,16
apprehended,1,16,1,16
weaknesses,1,16,1,16
das,1,16,1,16
necked,1,16,1,16
dapper,1,16,1,16
insurgency,1,16,2,16
alcoholic,1,16,1,16
flaws,1,16,1,16
facto,1,16,6,16
volkswagen,1,16,1,16
negligence,1,16,1,16
restrict,1,16,1,16
modified,1,16,3,16
kazakhstan,1,16,2,16
mastermind,1,16,1,16
posts,1,16,2,16
todd,1,16,2,16
horrific,1,16,1,16
respectful,1,16,2,16
owed,1,16,1,16
impatient,1,16,2,16
contacts,1,16,1,16
realization,1,16,1,16
congressman,1,16,1,16
expelled,1,16,4,16
inmate,1,16,1,16
genetics,1,16,1,16
illicit,1,16,1,16
singled,1,16,3,16
sacrifices,1,16,2,16
developments,1,16,1,16
penchant,1,16,1,16
mandate,1,16,1,16
tendency,1,16,3,16
tapping,1,16,0,16
outlawed,1,16,2,16
leaped,1,16,2,16
relating,1,16,5,16
committees,1,16,1,16
pledging,1,16,1,16
downward,1,16,4,16
promotes,1,16,2,16
motivation,1,16,1,16
slated,1,16,4,16
rebuilding,1,16,3,16
bolster,1,16,1,16
milwaukee,1,16,2,16
nationally,1,16,2,16
dylan,1,16,2,16
customs,1,16,1,16
substance,1,16,3,16
facial,1,16,1,16
experimental,1,16,6,16
professionals,1,16,2,16
biology,1,16,1,16
verge,1,16,2,16
pressured,1,16,2,16
jointly,1,16,3,16
spark,1,16,1,16
intensive,1,16,8,16
surgeon,1,16,3,16
uncovered,1,16,9,16
casualty,1,16,3,16
conflicts,1,16,3,16
consists,1,16,8,16
employer,1,16,3,16
recognizable,1,16,1,16
latifah,1,16,0,16
beatrix,1,16,0,16
margrethe,1,16,1,16
sofia,1,16,0,16
rania,1,16,0,16
sirikit,1,16,0,16
noor,1,16,2,16
buckingham,1,16,0,16
silvia,1,16,0,16
king,1,16,5,16
monineath,1,16,0,16
knighted,1,16,0,16
sonja,1,16,0,16
prom,1,16,1,16
paola,1,16,0,16
leenane,1,16,0,16
sihanouk,1,16,0,16
gustaf,1,16,0,16
norodom,1,16,0,16
throne,1,16,3,16
jubilee,1,16,0,16
knighthood,1,16,0,16
harald,1,16,0,16
priscilla,1,16,1,16
alia,1,16,0,16
vi,1,16,1,16
juliana,1,16,0,16
scots,1,16,0,16
belfast,1,16,2,16
birendra,1,16,0,16
aishwarya,1,16,0,16
homecoming,1,16,0,16
oprah,1,16,0,16
windsor,1,16,0,16
sheba,1,16,0,16
delta,1,16,0,16
steamboat,1,16,0,16
nefertiti,1,16,0,16
bandit,1,16,0,16
sandringham,1,16,0,16
hatshepsut,1,16,0,16
balmoral,1,16,0,16
komal,1,16,0,16
cunard,1,16,1,16
edinburgh,1,16,1,16
lancashire,1,16,1,16
spades,1,16,0,16
xvi,1,16,3,16
liner,1,16,0,16
frears,1,16,0,16
mum,1,16,0,16
amidala,1,16,0,16
isabella,1,16,0,16
mirren,1,16,0,16
reign,1,16,5,16
winfrey,1,16,0,16
beds,1,16,1,16
crowned,1,16,6,16
consort,1,16,1,16
barbarian,1,16,0,16
bees,1,16,1,16
jonbenet,1,16,1,16
adulyadej,1,16,0,16
commonwealth,1,16,3,16
camilla,1,16,0,16
hollingworth,1,16,0,16
residence,1,16,5,16
allegiance,1,16,2,16
london,1,16,8,16
ellery,1,16,0,16
indies,1,16,1,16
margot,1,16,0,16
royals,1,16,3,16
monarchy,1,16,1,16
damned,1,16,2,16
baton,1,16,3,16
burrell,1,16,2,16
duchess,1,16,0,16
bhumibol,1,16,0,16
jordan,1,16,6,16
orient,1,16,2,16
gyanendra,1,16,1,16
fabiola,1,16,0,16
dancing,1,16,9,16
sophia,1,16,1,16
regiment,1,16,1,16
banquet,1,16,6,16
pageant,1,16,0,16
heir,1,16,6,16
empire,1,16,6,16
antoinette,1,16,1,16
undisputed,1,16,3,16
alexandra,1,16,0,16
pirate,1,16,1,16
roddick,1,16,2,16
greeted,1,16,10,16
diving,1,16,2,16
esther,1,16,3,16
ramsey,1,16,3,16
celebrations,1,16,6,16
maori,1,16,1,16
honorary,1,16,4,16
voodoo,1,16,2,16
amman,1,16,3,16
ivy,1,16,2,16
honours,1,16,2,16
vault,1,16,2,16
guo,1,16,1,16
kingston,1,16,3,16
bohemian,1,16,1,16
honored,1,16,10,16
christina,1,16,0,16
dignitaries,1,16,1,16
westminster,1,16,3,16
honors,1,16,8,16
elisabeth,1,16,2,16
bestowed,1,16,4,16
governor,1,16,9,16
belgium,1,16,7,16
wedding,1,16,8,16
cleopatra,1,16,2,16
daytime,1,16,3,16
salsa,1,16,3,16
bernhard,1,16,3,16
ferdinand,1,16,5,16
dame,1,16,3,16
bowles,1,16,2,16
royalty,1,16,0,16
pier,1,16,3,16
disco,1,16,0,16
britons,1,16,2,16
chapel,1,16,3,16
lace,1,16,2,16
portraits,1,16,8,16
cricket,1,16,2,16
warmup,1,16,2,16
borg,1,16,1,16
claus,1,16,4,16
pawn,1,16,2,16
dissolve,1,16,2,16
tony,1,16,10,16
80th,1,16,3,16
carriage,1,16,4,16
carnival,1,16,3,16
celebrate,1,16,12,16
household,1,16,6,16
tabloid,1,16,5,16
jordanian,1,16,4,16
mandela,1,16,6,16
silver,1,16,9,16
condolence,1,16,3,16
tea,1,16,10,16
minister,1,16,8,16
private,1,16,11,16
abbey,1,16,1,16
atp,1,16,3,16
reigned,1,16,5,16
mattress,1,16,4,16
cathedral,1,16,5,16
reportedly,1,16,11,16
appointed,1,16,6,16
stamps,1,16,8,16
procession,1,16,6,16
caroline,1,16,3,16
thatcher,1,16,1,16
barracks,1,16,3,16
grandchild,1,16,4,16
diamonds,1,16,7,16
coins,1,16,4,16
respects,1,16,9,16
lavish,1,16,1,16
ontario,1,16,2,16
sir,1,16,10,16
younger,1,16,10,16
isabel,1,16,2,16
salute,1,16,4,16
colonies,1,16,4,16
ancient,1,16,10,16
angels,1,16,8,16
honoured,1,16,4,16
jamaica,1,16,6,16
1951,1,16,4,16
mercury,1,16,5,16
saddened,1,16,7,16
west,1,16,14,16
freddie,1,16,2,16
victorian,1,16,2,16
egyptian,1,16,7,16
thai,1,16,8,16
heaven,1,16,9,16
britney,1,16,0,16
welcoming,1,16,9,16
skating,1,16,0,16
regal,1,16,4,16
chat,1,16,8,16
miramax,1,16,5,16
sovereign,1,16,5,16
match,1,16,11,16
crowning,1,16,5,16
lords,1,16,5,16
bbc,1,16,8,16
nominated,1,16,13,16
gossip,1,16,4,16
rasmussen,1,16,4,16
carpet,1,16,1,16
shah,1,16,6,16
rapper,1,16,6,16
hague,1,16,4,16
franklin,1,16,8,16
chess,1,16,5,16
revenge,1,16,10,16
holland,1,16,4,16
oath,1,16,7,16
luncheon,1,16,1,16
finals,1,16,10,16
cruz,1,16,1,16
symbolic,1,16,12,16
toast,1,16,7,16
porn,1,16,3,16
sympathy,1,16,10,16
mccartney,1,16,2,16
constantine,1,16,2,16
1938,1,16,4,16
rooms,1,16,10,16
sylvia,1,16,5,16
auckland,1,16,2,16
savannah,1,16,1,16
weekend,1,16,12,16
accompany,1,16,4,16
hail,1,16,5,16
celebrates,1,16,6,16
fourth,1,16,10,16
adelaide,1,16,1,16
motorcade,1,16,5,16
copenhagen,1,16,5,16
ferguson,1,16,9,16
jones,1,16,10,16
smiled,1,16,11,16
fit,1,16,13,16
frost,1,16,4,16
memphis,1,16,9,16
richer,1,16,3,16
grammy,1,16,7,16
copper,1,16,5,16
duties,1,16,11,16
mummy,1,16,5,16
gardens,1,16,1,16
bollywood,1,16,2,16
pharaoh,1,16,6,16
potato,1,16,6,16
thanked,1,16,10,16
affectionately,1,16,2,16
greetings,1,16,3,16
championships,1,16,9,16
luxury,1,16,4,16
respected,1,16,8,16
roses,1,16,5,16
opens,1,16,11,16
benedict,1,16,7,16
60th,1,16,5,16
sadness,1,16,5,16
bench,1,16,10,16
likeness,1,16,2,16
16th,1,16,10,16
flamboyant,1,16,4,16
biblical,1,16,6,16
sailed,1,16,4,16
majestic,1,16,2,16
skiing,1,16,5,16
congratulations,1,16,8,16
maiden,1,16,1,16
furniture,1,16,7,16
clyde,1,16,6,16
chatted,1,16,6,16
mistress,1,16,4,16
19th,1,16,12,16
relative,1,16,11,16
nepalese,1,16,5,16
inauguration,1,16,4,16
earl,1,16,10,16
100th,1,16,8,16
downing,1,16,6,16
alpine,1,16,5,16
stamp,1,16,12,16
martyrs,1,16,7,16
sibling,1,16,5,16
postponed,1,16,5,16
lyon,1,16,2,16
chretien,1,16,5,16
